"","category","term","ontology"
"GO:0002832","GO:0002832","negative regulation of response to biotic stimulus","BP"
"GO:0001664","GO:0001664","G protein-coupled receptor binding","MF"
"GO:0045202","GO:0045202","synapse","CC"
"GO:0060914","GO:0060914","heart formation","BP"
"GO:0048808","GO:0048808","male genitalia morphogenesis","BP"
"GO:0090598","GO:0090598","male anatomical structure morphogenesis","BP"
"GO:0035292","GO:0035292","specification of segmental identity, trunk","BP"
"GO:0002213","GO:0002213","defense response to insect","BP"
"GO:0010243","GO:0010243","response to organonitrogen compound","BP"
"GO:0035289","GO:0035289","posterior head segmentation","BP"
"GO:0005681","GO:0005681","spliceosomal complex","CC"
"GO:0019867","GO:0019867","outer membrane","CC"
"GO:0035418","GO:0035418","protein localization to synapse","BP"
"GO:0007469","GO:0007469","antennal development","BP"
"GO:0007009","GO:0007009","plasma membrane organization","BP"
"GO:0016057","GO:0016057","regulation of membrane potential in photoreceptor cell","BP"
"GO:0030029","GO:0030029","actin filament-based process","BP"
"GO:0007312","GO:0007312","oocyte nucleus migration involved in oocyte dorsal/ventral axis specification","BP"
"GO:0002920","GO:0002920","regulation of humoral immune response","BP"
"GO:0046339","GO:0046339","diacylglycerol metabolic process","BP"
"GO:0005262","GO:0005262","calcium channel activity","MF"
"GO:0004112","GO:0004112","cyclic-nucleotide phosphodiesterase activity","MF"
"GO:0055115","GO:0055115","entry into diapause","BP"
"GO:0050912","GO:0050912","detection of chemical stimulus involved in sensory perception of taste","BP"
"GO:0006805","GO:0006805","xenobiotic metabolic process","BP"
"GO:0071466","GO:0071466","cellular response to xenobiotic stimulus","BP"
"GO:0072525","GO:0072525","pyridine-containing compound biosynthetic process","BP"
"GO:0090288","GO:0090288","negative regulation of cellular response to growth factor stimulus","BP"
"GO:0035309","GO:0035309","wing and notum subfield formation","BP"
"GO:0005245","GO:0005245","voltage-gated calcium channel activity","MF"
"GO:0005891","GO:0005891","voltage-gated calcium channel complex","CC"
"GO:0042685","GO:0042685","cardioblast cell fate specification","BP"
"GO:0042689","GO:0042689","regulation of crystal cell differentiation","BP"
"GO:0042694","GO:0042694","muscle cell fate specification","BP"
"GO:0035159","GO:0035159","regulation of tube length, open tracheal system","BP"
"GO:0005885","GO:0005885","Arp2/3 protein complex","CC"
"GO:0000154","GO:0000154","rRNA modification","BP"
"GO:0045611","GO:0045611","negative regulation of hemocyte differentiation","BP"
"GO:0031125","GO:0031125","rRNA 3'-end processing","BP"
"GO:0042593","GO:0042593","glucose homeostasis","BP"
"GO:0030048","GO:0030048","actin filament-based movement","BP"
"GO:0016335","GO:0016335","morphogenesis of larval imaginal disc epithelium","BP"
"GO:0005767","GO:0005767","secondary lysosome","CC"
"GO:0007552","GO:0007552","metamorphosis","BP"
"GO:1901701","GO:1901701","cellular response to oxygen-containing compound","BP"
"GO:0050803","GO:0050803","regulation of synapse structure or activity","BP"
"GO:0043021","GO:0043021","ribonucleoprotein complex binding","MF"
"GO:0007417","GO:0007417","central nervous system development","BP"
"GO:0006613","GO:0006613","cotranslational protein targeting to membrane","BP"
"GO:0006614","GO:0006614","SRP-dependent cotranslational protein targeting to membrane","BP"
"GO:0050918","GO:0050918","positive chemotaxis","BP"
"GO:0005001","GO:0005001","transmembrane receptor protein tyrosine phosphatase activity","MF"
"GO:0019198","GO:0019198","transmembrane receptor protein phosphatase activity","MF"
"GO:0008592","GO:0008592","regulation of Toll signaling pathway","BP"
"GO:0001763","GO:0001763","morphogenesis of a branching structure","BP"
"GO:0016701","GO:0016701","oxidoreductase activity, acting on single donors with incorporation of molecular oxygen","MF"
"GO:0043633","GO:0043633","polyadenylation-dependent RNA catabolic process","BP"
"GO:0043634","GO:0043634","polyadenylation-dependent ncRNA catabolic process","BP"
"GO:0048038","GO:0048038","quinone binding","MF"
"GO:0009636","GO:0009636","response to toxic substance","BP"
"GO:0045785","GO:0045785","positive regulation of cell adhesion","BP"
"GO:0006398","GO:0006398","mRNA 3'-end processing by stem-loop binding and cleavage","BP"
"GO:0000407","GO:0000407","phagophore assembly site","CC"
"GO:0035372","GO:0035372","protein localization to microtubule","BP"
"GO:0004559","GO:0004559","alpha-mannosidase activity","MF"
"GO:0009791","GO:0009791","post-embryonic development","BP"
"GO:0070403","GO:0070403","NAD+ binding","MF"
"GO:0007517","GO:0007517","muscle organ development","BP"
"GO:0034243","GO:0034243","regulation of transcription elongation by RNA polymerase II","BP"
"GO:0043523","GO:0043523","regulation of neuron apoptotic process","BP"
"GO:0010181","GO:0010181","FMN binding","MF"
"GO:0050770","GO:0050770","regulation of axonogenesis","BP"
"GO:0007444","GO:0007444","imaginal disc development","BP"
"GO:0032940","GO:0032940","secretion by cell","BP"
"GO:0035166","GO:0035166","post-embryonic hemopoiesis","BP"
"GO:0035167","GO:0035167","larval lymph gland hemopoiesis","BP"
"GO:0006415","GO:0006415","translational termination","BP"
"GO:0007193","GO:0007193","adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway","BP"
"GO:0032040","GO:0032040","small-subunit processome","CC"
"GO:0071867","GO:0071867","response to monoamine","BP"
"GO:0071868","GO:0071868","cellular response to monoamine stimulus","BP"
"GO:0071869","GO:0071869","response to catecholamine","BP"
"GO:0071870","GO:0071870","cellular response to catecholamine stimulus","BP"
"GO:1903350","GO:1903350","response to dopamine","BP"
"GO:1903351","GO:1903351","cellular response to dopamine","BP"
"GO:0034440","GO:0034440","lipid oxidation","BP"
"GO:0010470","GO:0010470","regulation of gastrulation","BP"
"GO:0009968","GO:0009968","negative regulation of signal transduction","BP"
"GO:0035208","GO:0035208","positive regulation of hemocyte proliferation","BP"
"GO:0030027","GO:0030027","lamellipodium","CC"
"GO:0042692","GO:0042692","muscle cell differentiation","BP"
"GO:0070003","GO:0070003","threonine-type peptidase activity","MF"
"GO:0050777","GO:0050777","negative regulation of immune response","BP"
"GO:0070534","GO:0070534","protein K63-linked ubiquitination","BP"
"GO:0043235","GO:0043235","receptor complex","CC"
"GO:0002520","GO:0002520","immune system development","BP"
"GO:0048534","GO:0048534","hematopoietic or lymphoid organ development","BP"
"GO:0048542","GO:0048542","lymph gland development","BP"
"GO:0035251","GO:0035251","UDP-glucosyltransferase activity","MF"
"GO:0042060","GO:0042060","wound healing","BP"
"GO:0002785","GO:0002785","negative regulation of antimicrobial peptide production","BP"
"GO:0014017","GO:0014017","neuroblast fate commitment","BP"
"GO:0071826","GO:0071826","protein-RNA complex organization","BP"
"GO:0065008","GO:0065008","regulation of biological quality","BP"
"GO:0060581","GO:0060581","cell fate commitment involved in pattern specification","BP"
"GO:0007526","GO:0007526","larval somatic muscle development","BP"
"GO:0007431","GO:0007431","salivary gland development","BP"
"GO:0035272","GO:0035272","exocrine system development","BP"
"GO:0008020","GO:0008020","G protein-coupled photoreceptor activity","MF"
"GO:0031034","GO:0031034","myosin filament assembly","BP"
"GO:1990841","GO:1990841","promoter-specific chromatin binding","MF"
"GO:0080134","GO:0080134","regulation of response to stress","BP"
"GO:0030132","GO:0030132","clathrin coat of coated pit","CC"
"GO:0010896","GO:0010896","regulation of triglyceride catabolic process","BP"
"GO:0099111","GO:0099111","microtubule-based transport","BP"
"GO:0006915","GO:0006915","apoptotic process","BP"
"GO:0036099","GO:0036099","female germ-line stem cell population maintenance","BP"
"GO:0016049","GO:0016049","cell growth","BP"
"GO:1900424","GO:1900424","regulation of defense response to bacterium","BP"
"GO:2000059","GO:2000059","negative regulation of ubiquitin-dependent protein catabolic process","BP"
"GO:0048085","GO:0048085","adult chitin-containing cuticle pigmentation","BP"
"GO:0035218","GO:0035218","leg disc development","BP"
"GO:0005869","GO:0005869","dynactin complex","CC"
"GO:0140030","GO:0140030","modification-dependent protein binding","MF"
"GO:0030165","GO:0030165","PDZ domain binding","MF"
"GO:0030134","GO:0030134","COPII-coated ER to Golgi transport vesicle","CC"
"GO:1902653","GO:1902653","secondary alcohol biosynthetic process","BP"
"GO:0035148","GO:0035148","tube formation","BP"
"GO:0008057","GO:0008057","eye pigment granule organization","BP"
"GO:0030666","GO:0030666","endocytic vesicle membrane","CC"
"GO:0045477","GO:0045477","regulation of nurse cell apoptotic process","BP"
"GO:0071248","GO:0071248","cellular response to metal ion","BP"
"GO:0042744","GO:0042744","hydrogen peroxide catabolic process","BP"
"GO:0042734","GO:0042734","presynaptic membrane","CC"
"GO:0016529","GO:0016529","sarcoplasmic reticulum","CC"
"GO:0006006","GO:0006006","glucose metabolic process","BP"
"GO:0019732","GO:0019732","antifungal humoral response","BP"
"GO:0006044","GO:0006044","N-acetylglucosamine metabolic process","BP"
"GO:0009154","GO:0009154","purine ribonucleotide catabolic process","BP"
"GO:0009261","GO:0009261","ribonucleotide catabolic process","BP"
"GO:0022618","GO:0022618","protein-RNA complex assembly","BP"
"GO:0003341","GO:0003341","cilium movement","BP"
"GO:0006896","GO:0006896","Golgi to vacuole transport","BP"
"GO:0032101","GO:0032101","regulation of response to external stimulus","BP"
"GO:0051219","GO:0051219","phosphoprotein binding","MF"
"GO:0000122","GO:0000122","negative regulation of transcription by RNA polymerase II","BP"
"GO:0048634","GO:0048634","regulation of muscle organ development","BP"
"GO:0008089","GO:0008089","anterograde axonal transport","BP"
"GO:0062013","GO:0062013","positive regulation of small molecule metabolic process","BP"
"GO:0031594","GO:0031594","neuromuscular junction","CC"
"GO:0008052","GO:0008052","sensory organ boundary specification","BP"
"GO:0046686","GO:0046686","response to cadmium ion","BP"
"GO:0030215","GO:0030215","semaphorin receptor binding","MF"
"GO:0030382","GO:0030382","sperm mitochondrion organization","BP"
"GO:0032786","GO:0032786","positive regulation of DNA-templated transcription, elongation","BP"
"GO:0048072","GO:0048072","compound eye pigmentation","BP"
"GO:0007021","GO:0007021","tubulin complex assembly","BP"
"GO:0007296","GO:0007296","vitellogenesis","BP"
"GO:0004857","GO:0004857","enzyme inhibitor activity","MF"
"GO:0031348","GO:0031348","negative regulation of defense response","BP"
"GO:0033119","GO:0033119","negative regulation of RNA splicing","BP"
"GO:0030540","GO:0030540","female genitalia development","BP"
"GO:0032783","GO:0032783","super elongation complex","CC"
"GO:0016581","GO:0016581","NuRD complex","CC"
"GO:0090545","GO:0090545","CHD-type complex","CC"
"GO:0008046","GO:0008046","axon guidance receptor activity","MF"
"GO:0032452","GO:0032452","histone demethylase activity","MF"
"GO:0140457","GO:0140457","protein demethylase activity","MF"
"GO:0000966","GO:0000966","RNA 5'-end processing","BP"
"GO:0034471","GO:0034471","ncRNA 5'-end processing","BP"
"GO:0019226","GO:0019226","transmission of nerve impulse","BP"
"GO:0007211","GO:0007211","octopamine or tyramine signaling pathway","BP"
"GO:0019905","GO:0019905","syntaxin binding","MF"
"GO:0048278","GO:0048278","vesicle docking","BP"
"GO:0034427","GO:0034427","nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'","BP"
"GO:0043519","GO:0043519","regulation of myosin II filament organization","BP"
"GO:0050730","GO:0050730","regulation of peptidyl-tyrosine phosphorylation","BP"
"GO:0046661","GO:0046661","male sex differentiation","BP"
"GO:0007295","GO:0007295","growth of a germarium-derived egg chamber","BP"
"GO:0048682","GO:0048682","sprouting of injured axon","BP"
"GO:0007626","GO:0007626","locomotory behavior","BP"
"GO:0014014","GO:0014014","negative regulation of gliogenesis","BP"
"GO:0035080","GO:0035080","heat shock-mediated polytene chromosome puffing","BP"
"GO:0034472","GO:0034472","snRNA 3'-end processing","BP"
"GO:0046475","GO:0046475","glycerophospholipid catabolic process","BP"
"GO:1901016","GO:1901016","regulation of potassium ion transmembrane transporter activity","BP"
"GO:1901018","GO:1901018","positive regulation of potassium ion transmembrane transporter activity","BP"
"GO:0030947","GO:0030947","regulation of vascular endothelial growth factor receptor signaling pathway","BP"
"GO:1902117","GO:1902117","positive regulation of organelle assembly","BP"
"GO:0007494","GO:0007494","midgut development","BP"
"GO:0023052","GO:0023052","signaling","BP"
"GO:0051252","GO:0051252","regulation of RNA metabolic process","BP"
"GO:0051952","GO:0051952","regulation of amine transport","BP"
"GO:0006030","GO:0006030","chitin metabolic process","BP"
"GO:0016018","GO:0016018","cyclosporin A binding","MF"
"GO:0051592","GO:0051592","response to calcium ion","BP"
"GO:1903034","GO:1903034","regulation of response to wounding","BP"
"GO:0032922","GO:0032922","circadian regulation of gene expression","BP"
"GO:0051208","GO:0051208","sequestering of calcium ion","BP"
"GO:0044319","GO:0044319","wound healing, spreading of cells","BP"
"GO:0090504","GO:0090504","epiboly","BP"
"GO:0090505","GO:0090505","epiboly involved in wound healing","BP"
"GO:0110118","GO:0110118","negative regulation of compound eye photoreceptor cell differentiation","BP"
"GO:0045944","GO:0045944","positive regulation of transcription by RNA polymerase II","BP"
"GO:0031033","GO:0031033","myosin filament organization","BP"
"GO:0015923","GO:0015923","mannosidase activity","MF"
"GO:0035168","GO:0035168","larval lymph gland hemocyte differentiation","BP"
"GO:0007167","GO:0007167","enzyme-linked receptor protein signaling pathway","BP"
"GO:0001784","GO:0001784","phosphotyrosine residue binding","MF"
"GO:0035223","GO:0035223","leg disc pattern formation","BP"
"GO:0048608","GO:0048608","reproductive structure development","BP"
"GO:0061458","GO:0061458","reproductive system development","BP"
"GO:0032784","GO:0032784","regulation of DNA-templated transcription elongation","BP"
"GO:0060560","GO:0060560","developmental growth involved in morphogenesis","BP"
"GO:0021675","GO:0021675","nerve development","BP"
"GO:0048015","GO:0048015","phosphatidylinositol-mediated signaling","BP"
"GO:0022611","GO:0022611","dormancy process","BP"
"GO:0005912","GO:0005912","adherens junction","CC"
"GO:0035288","GO:0035288","anterior head segmentation","BP"
"GO:0097065","GO:0097065","anterior head development","BP"
"GO:0060912","GO:0060912","cardiac cell fate specification","BP"
"GO:0007419","GO:0007419","ventral cord development","BP"
"GO:0000302","GO:0000302","response to reactive oxygen species","BP"
"GO:0090251","GO:0090251","protein localization involved in establishment of planar polarity","BP"
"GO:0007427","GO:0007427","epithelial cell migration, open tracheal system","BP"
