"","FBgn","Symbol","ensembl","CG","Start","End","Strand","CHR","Name"
"FBgn0058002","FBgn0058002","ND-AGGG","3355155","CG40002",24976253,24977118,1,"3L","3355155"
"FBgn0058005","FBgn0058005","CR40005","26067089","CR40005",NA,NA,NA,"26067089","26067089"
"FBgn0058006","FBgn0058006","CG40006","3355123","CG40006",22622416,22756349,-1,"2L","3355123"
"FBgn0058045","FBgn0058045","CG40045","3355079","CG40045",24028514,24035859,1,"3L","3355079"
"FBgn0058053","FBgn0058053","lncRNA:CR40053","14462918","CR40053",24009930,24011363,-1,"3L","14462918"
"FBgn0058064","FBgn0058064","ARY","19988923","CG40064",702429,704048,1,"Y","19988923"
"FBgn0058160","FBgn0058160","CG40160","3354965","CG40160",26215814,26229433,1,"3L","3354965"
"FBgn0058172","FBgn0058172","lncRNA:CR40172","19835766","CR40172",20248927,20249722,-1,"2L","19835766"
"FBgn0058191","FBgn0058191","CG40191","3354930","CG40191",1264139,1267747,1,"2R","3354930"
"FBgn0058198","FBgn0058198","CG40198","3354922","CG40198",4160609,4162235,-1,"3R","3354922"
"FBgn0058263","FBgn0058263","MFS17","3354861","CG40263",2494741,2565385,-1,"2R","3354861"
"FBgn0058298","FBgn0058298","CG40298","3355149","CG40298",23726828,23727989,1,"3L","3355149"
"FBgn0058354","FBgn0058354","CR40354","10178779","CR40354",NA,NA,NA,"10178779","10178779"
"FBgn0058439","FBgn0058439","CG40439","3355120","CG40439",NA,NA,NA,NA,NA
"FBgn0058469","FBgn0058469","lncRNA:CR40469","5740321","CR40469",122492,122706,1,"X","5740321"
"FBgn0058470","FBgn0058470","CG40470","3355093","CG40470",23839859,23986410,-1,"3L","3355093"
"FBgn0060296","FBgn0060296","pain","37985","CG15860",24921504,24928275,-1,"2R","37985"
"FBgn0061188","FBgn0061188","lncRNA:Yu","10178789","CR42645",24498082,24498669,1,"2R","10178789"
"FBgn0061196","FBgn0061196","CG15468","31426","CG15468",4959928,4961128,-1,"X","31426"
"FBgn0061197","FBgn0061197","salto","36332","CG13164",12302543,12306269,-1,"2R","36332"
"FBgn0061198","FBgn0061198","HSPC300","246497","CG30173",24027716,24028789,-1,"2R","246497"
"FBgn0061200","FBgn0061200","Nup153","32630","CG4453",16599240,16610459,1,"X","32630"
"FBgn0061356","FBgn0061356","CG18003","3771779","CG18003",10883546,10884936,1,"2R","3771779"
"FBgn0061435","FBgn0061435","CG30270","251324","CG30270",22784303,22784932,1,"2R","251324"
"FBgn0061469","FBgn0061469","Ube3a","39266","CG6190",11206421,11210583,-1,"3L","39266"
"FBgn0061476","FBgn0061476","Zwilch","59247","CG18729",31210965,31213376,-1,"3R","59247"
"FBgn0061492","FBgn0061492","loj","38698","CG10733",6094986,6096517,1,"3L","38698"
"FBgn0061515","FBgn0061515","endos","39554","CG6513",14029578,14031706,-1,"3L","39554"
"FBgn0062411","FBgn0062411","Ctr1C","43668","CG15551",30963289,30964320,-1,"3R","43668"
"FBgn0062412","FBgn0062412","Ctr1B","40989","CG7459",8317611,8319205,1,"3R","40989"
"FBgn0062413","FBgn0062413","Ctr1A","31601","CG3977",6661646,6668258,1,"X","31601"
"FBgn0062440","FBgn0062440","EMRE","37071","CG17680",18147296,18147997,-1,"2R","37071"
"FBgn0062442","FBgn0062442","Cisd2","43459","CG1458",29222216,29223428,-1,"3R","43459"
"FBgn0062449","FBgn0062449","CG13197","36253","CG13197",11691284,11697785,1,"2R","36253"
"FBgn0062928","FBgn0062928","hpRNA:CR33940","3771790","CR33940",19486744,19488439,-1,"3L","3771790"
"FBgn0062961","FBgn0062961","lncRNA:CR33942","3771992","CR33942",18711390,18711951,1,"2R","3771992"
"FBgn0062978","FBgn0062978","CG31808","10178782","CG31808",16704285,16716195,-1,"2L","10178782"
"FBgn0063083","FBgn0063083","lncRNA:CR33948","3772461","CR33948",7406322,7406617,1,"3L","3772461"
"FBgn0063127","FBgn0063127","lncRNA:CR33938","3772088","CR33938",6699559,6700164,-1,"3R","3772088"
"FBgn0063261","FBgn0063261","CG31275","326131","CG31275",16750740,16751334,-1,"3R","326131"
"FBgn0063368","FBgn0063368","Gpb5","3355097","CG40041",23311699,23312464,1,"2L","3355097"
"FBgn0063449","FBgn0063449","Uhg2","3772246","CR32873",9893805,9895003,-1,"2L","3772246"
"FBgn0063491","FBgn0063491","GstE9","246581","CG17534",18409047,18409835,1,"2R","246581"
"FBgn0063492","FBgn0063492","GstE8","37113","CG17533",18407833,18408955,1,"2R","37113"
"FBgn0063493","FBgn0063493","GstE7","37112","CG17531",18406923,18407688,1,"2R","37112"
"FBgn0063494","FBgn0063494","GstE6","37111","CG17530",18406010,18406761,1,"2R","37111"
"FBgn0063495","FBgn0063495","GstE5","37110","CG17527",18404604,18405338,1,"2R","37110"
"FBgn0063497","FBgn0063497","GstE3","37108","CG17524",18400712,18401467,1,"2R","37108"
"FBgn0063498","FBgn0063498","GstE2","37107","CG17523",18399485,18400375,1,"2R","37107"
"FBgn0063499","FBgn0063499","GstE10","37105","CG17522",18396637,18398519,-1,"2R","37105"
"FBgn0063649","FBgn0063649","CG6006","41962","CG6006",16154981,16171766,1,"3R","41962"
"FBgn0063667","FBgn0063667","CG32335","261663","CG32335",1201870,1203036,-1,"3L","261663"
"FBgn0063670","FBgn0063670","CG40228","5740664","CG40228",27082090,27083906,-1,"3L","5740664"
"FBgn0063923","FBgn0063923","Kaz1-ORFB","3772691","CG1220",216624,218058,1,"3L","3772691"
"FBgn0064225","FBgn0064225","RpL5","3355124","CG17489",22532278,22536884,-1,"2L","3355124"
"FBgn0064227","FBgn0064227","Rdh","2769007","CG14975",3825448,3828525,1,"3L","2769007"
"FBgn0064237","FBgn0064237","Idgf5","37104","CG5154",18393665,18395282,1,"2R","37104"
"FBgn0064766","FBgn0064766","CG7600","39267","CG7600",11210785,11214097,1,"3L","39267"
"FBgn0064912","FBgn0064912","CG31178","42575","CG31178",21873738,21874922,1,"3R","42575"
"FBgn0065032","FBgn0065032","Arpc3B","32696","CG8936",17104570,17105852,-1,"X","32696"
"FBgn0065035","FBgn0065035","AlkB","2768870","CG33250",15858133,15859487,-1,"X","2768870"
"FBgn0065047","FBgn0065047","snoRNA:U3:54Ab","3772551","CR33628",17143520,17145826,0,"2R","3772551"
"FBgn0065053","FBgn0065053","snoRNA:Me18S-C1831","3772112","CR33674",4457602,4457674,-1,"2L","3772112"
"FBgn0065055","FBgn0065055","snoRNA:Psi28S-2648","3771786","CR33693",8042188,8042350,-1,"2L","3771786"
"FBgn0065064","FBgn0065064","snoRNA:Psi28S-291","3772053","CR33754",11223570,11223790,1,"3R","3772053"
"FBgn0065073","FBgn0065073","snoRNA:229","3772146","CR33684",23073828,23073968,-1,"2R","3772146"
"FBgn0065098","FBgn0065098","RNaseMRP:RNA","3772365","CR33682",23730047,23730429,-1,"3R","3772365"
"FBgn0065099","FBgn0065099","snRNA:7SK","3772633","CR33925",7474552,7474996,-1,"3R","3772633"
"FBgn0065110","FBgn0065110","ppk10","3885617","CG34042",10450133,10452396,-1,"2L","3885617"
"FBgn0066084","FBgn0066084","RpL41","251466","CG30425",24903415,24903935,-1,"2R","251466"
"FBgn0066101","FBgn0066101","LpR1","2768687","CG31094",25741347,25763105,-1,"3R","2768687"
"FBgn0066114","FBgn0066114","GlcAT-I","251900","CG32775",4131210,4132833,1,"X","251900"
"FBgn0066292","FBgn0066292","CheB42c","2768715","CG33350",6944613,6971637,-1,"2R","2768715"
"FBgn0066365","FBgn0066365","dyl","38531","CG15013",4294003,4307718,-1,"3L","38531"
"FBgn0067052","FBgn0067052","Rab9D","318149","CG32678",10589088,10589985,1,"X","318149"
"FBgn0067102","FBgn0067102","GlcT","37516","CG6437",22075987,22079381,1,"2R","37516"
"FBgn0067317","FBgn0067317","Cby","42574","CG13415",21868002,21868770,1,"3R","42574"
"FBgn0067628","FBgn0067628","CG33331","2768668","CG33331",14886455,14887739,1,"3R","2768668"
"FBgn0067629","FBgn0067629","CG33332","2768669","CG33332",14886455,14889146,1,"3R","2768669"
"FBgn0067779","FBgn0067779","dbr","33161","CG11371",66481,71390,1,"2L","33161"
"FBgn0067783","FBgn0067783","DPCoAC","42429","CG4241",20552384,20557667,-1,"3R","42429"
"FBgn0067861","FBgn0067861","Sdic1","43984","CG9580",20174216,20178638,-1,"X","43984"
"FBgn0067864","FBgn0067864","Patj","44100","CG12021",1798802,1802184,1,"3L","44100"
"FBgn0067905","FBgn0067905","IM14","3885603","CG33990",20870391,20870678,1,"2R","3885603"
"FBgn0069056","FBgn0069056","CG33226","2768859","CG33226",21538249,21539293,-1,"2R","2768859"
"FBgn0069242","FBgn0069242","eca","41177","CG33104",9684468,9685476,-1,"3R","41177"
"FBgn0069354","FBgn0069354","Porin2","34499","CG17137",10845787,10847044,-1,"2L","34499"
"FBgn0069913","FBgn0069913","CG4681","37928","CG4681",24578246,24579827,-1,"2R","37928"
"FBgn0069923","FBgn0069923","CG41128","3355108","CG41128",3750362,3752353,1,"3R","3355108"
"FBgn0069938","FBgn0069938","CG41106","3355167","CG41106",22945320,22946339,1,"X","3355167"
"FBgn0069969","FBgn0069969","CG40498","3354890","CG40498",924635,951252,-1,"2R","3354890"
"FBgn0069973","FBgn0069973","CG40485","3355165","CG40485",22960608,22962360,-1,"X","3355165"
"FBgn0082582","FBgn0082582","tmod","43633","CG1539",30532606,30578905,1,"3R","43633"
"FBgn0082585","FBgn0082585","sprt","246397","CG30023",11384742,11397432,-1,"2R","246397"
"FBgn0082598","FBgn0082598","akirin","38821","CG8580",7369842,7373711,1,"3L","38821"
"FBgn0082831","FBgn0082831","pps","41524","CG6525",12413827,12421251,1,"3R","41524"
"FBgn0082953","FBgn0082953","snoRNA:Psi28S-612","5740127","CR34640",9429373,9429518,-1,"3L","5740127"
"FBgn0082954","FBgn0082954","snoRNA:Psi28S-3571","5740576","CR34611",5597595,5597739,-1,"3R","5740576"
"FBgn0082980","FBgn0082980","snoRNA:Psi28S-2996","12798535","CR43565",22535457,22535593,-1,"2L","12798535"
"FBgn0082997","FBgn0082997","snoRNA:Psi28S-1232","5740222","CR34592",6743674,6743815,-1,"X","5740222"
"FBgn0083015","FBgn0083015","snoRNA:Psi18S-920","5740838","CR34641",11822983,11823124,1,"3L","5740838"
"FBgn0083027","FBgn0083027","snoRNA:Psi18S-531","5740514","CR34590",763082,763234,-1,"X","5740514"
"FBgn0083068","FBgn0083068","CG33947","26067039","CG33947",11096495,11098556,1,"3L","26067039"
"FBgn0083120","FBgn0083120","Uhg8","8674065","CR42454",20453292,20454731,1,"3L","8674065"
"FBgn0083123","FBgn0083123","Uhg5","8673975","CR42452",14621600,14624498,1,"2R","8673975"
"FBgn0083124","FBgn0083124","Uhg4","8673973","CR42451",9095272,9097312,1,"2R","8673973"
"FBgn0083167","FBgn0083167","Neb-cGP","50417","CG15304",10460735,10461878,1,"X","50417"
"FBgn0083228","FBgn0083228","Frq2","32799","CG5907",18177611,18204407,1,"X","32799"
"FBgn0083940","FBgn0083940","RhoU","31945","CG34104",10086526,10148876,1,"X","31945"
"FBgn0083943","FBgn0083943","CG34107","4379852","CG34107",10224908,10225587,1,"3R","4379852"
"FBgn0083945","FBgn0083945","CG34109","4379890","CG34109",10101154,10125736,1,"2L","4379890"
"FBgn0083946","FBgn0083946","lobo","4379864","CG34110",25169564,25193776,-1,"3R","4379864"
"FBgn0083949","FBgn0083949","side-III","4379844","CG34113",5862864,5959555,-1,"3R","4379844"
"FBgn0083950","FBgn0083950","side-VI","4379854","CG34114",10972380,11050175,1,"3R","4379854"
"FBgn0083953","FBgn0083953","CG34117","4379851","CG34117",9399569,9400053,-1,"3R","4379851"
"FBgn0083956","FBgn0083956","CG34120","318066","CG34120",21123633,21140951,1,"X","318066"
"FBgn0083960","FBgn0083960","CG34124","4379887","CG34124",4958410,4965430,1,"2L","4379887"
"FBgn0083961","FBgn0083961","CG34125","4379886","CG34125",4965672,4966399,1,"2L","4379886"
"FBgn0083962","FBgn0083962","CG34126","318872","CG34126",4981613,4992702,1,"2L","318872"
"FBgn0083963","FBgn0083963","Nlg3","40912","CG34127",7570280,7639434,-1,"3R","40912"
"FBgn0083968","FBgn0083968","CG34132","4379884","CG34132",7885502,7886109,1,"2L","4379884"
"FBgn0083969","FBgn0083969","CG34133","318566","CG34133",29869364,29875159,1,"3R","318566"
"FBgn0083970","FBgn0083970","CG34134","4379889","CG34134",8190296,8190781,-1,"2L","4379889"
"FBgn0083972","FBgn0083972","CG34136","4379892","CG34136",21096921,21098932,1,"2L","4379892"
"FBgn0083973","FBgn0083973","dunk","4379900","CG34137",22151753,22152640,1,"2L","4379900"
"FBgn0083974","FBgn0083974","CG34138","4379856","CG34138",19634948,19635879,1,"3R","4379856"
"FBgn0083975","FBgn0083975","Nlg4","42402","CG34139",20204808,20245473,1,"3R","42402"
"FBgn0083977","FBgn0083977","CG34141","4379870","CG34141",9260277,9263971,-1,"2R","4379870"
"FBgn0083978","FBgn0083978","CG17672","4379911","CG17672",13028961,13036504,1,"3L","4379911"
"FBgn0083981","FBgn0083981","RunxA","4379817","CG34145",20590251,20623773,-1,"X","4379817"
"FBgn0083983","FBgn0083983","mRpL34","4379878","CG34147",16098947,16099337,1,"2R","4379878"
"FBgn0083985","FBgn0083985","CG34149","4379861","CG34149",22380127,22381253,1,"3R","4379861"
"FBgn0083986","FBgn0083986","CG34150","4379863","CG34150",24814261,24814930,1,"3R","4379863"
"FBgn0083987","FBgn0083987","snRNA:U11","4379906","CR34151",3893055,3893330,-1,"3L","4379906"
"FBgn0083990","FBgn0083990","lncRNA:sphinx","4379815","CR34154",975167,977261,1,"4","4379815"
"FBgn0083991","FBgn0083991","CG34155","4379867","CG34155",30554553,30560199,-1,"3R","4379867"
"FBgn0083994","FBgn0083994","lncRNA:CR41352","14462420","CR41352",22917104,22917498,1,"X","14462420"
"FBgn0084001","FBgn0084001","CG41434","4379897","CG41434",22037859,22039772,1,"2L","4379897"
"FBgn0084008","FBgn0084008","lncRNA:CR41443","12798069","CR41443",5253944,5255295,1,"2R","12798069"
"FBgn0084049","FBgn0084049","CR41440","4379873","CR41440",NA,NA,NA,"4379873","4379873"
"FBgn0085188","FBgn0085188","CG34159","34353","CG34159",10202519,10204317,-1,"2L","34353"
"FBgn0085190","FBgn0085190","CG34161","5740441","CG34161",10580956,10581702,-1,"2L","5740441"
"FBgn0085192","FBgn0085192","CG34163","5740407","CG34163",11988269,11988801,1,"2L","5740407"
"FBgn0085194","FBgn0085194","CG34165","5740685","CG34165",14713749,14714526,1,"2L","5740685"
"FBgn0085195","FBgn0085195","CG34166","5740596","CG34166",14743192,14743879,1,"2L","5740596"
"FBgn0085196","FBgn0085196","CG34167","5740831","CG34167",16002980,16003641,-1,"2L","5740831"
"FBgn0085197","FBgn0085197","CG34168","50457","CG34168",16134713,16135272,-1,"2L","50457"
"FBgn0085198","FBgn0085198","CG34169","5740400","CG34169",17173480,17174105,1,"2L","5740400"
"FBgn0085199","FBgn0085199","CG34170","5740214","CG34170",17311467,17311820,-1,"2L","5740214"
"FBgn0085200","FBgn0085200","CG34171","5740474","CG34171",18378590,18379909,1,"2L","5740474"
"FBgn0085201","FBgn0085201","CG34172","5740746","CG34172",2192524,2197912,-1,"2L","5740746"
"FBgn0085202","FBgn0085202","CG34173","5740285","CG34173",22053833,22054302,-1,"2L","5740285"
"FBgn0085203","FBgn0085203","CG34174","5740699","CG34174",2214265,2215167,1,"2L","5740699"
"FBgn0085205","FBgn0085205","CG34176","5740391","CG34176",4004079,4004480,1,"2L","5740391"
"FBgn0085210","FBgn0085210","CG34181","5740634","CG34181",9367639,9368434,1,"2L","5740634"
"FBgn0085211","FBgn0085211","RpS28-like","5740688","CG34182",9436803,9437227,1,"2L","5740688"
"FBgn0085212","FBgn0085212","CG34183","5740752","CG34183",9890060,9890772,-1,"2L","5740752"
"FBgn0085217","FBgn0085217","CG34188","5740108","CG34188",15427090,15428023,-1,"2R","5740108"
"FBgn0085218","FBgn0085218","CG34189","5740826","CG34189",16754443,16754925,1,"2R","5740826"
"FBgn0085220","FBgn0085220","Ufm1","5740715","CG34191",16951836,16952581,1,"2R","5740715"
"FBgn0085222","FBgn0085222","CG34193","5740572","CG34193",17508994,17511394,1,"2R","5740572"
"FBgn0085223","FBgn0085223","CG34194","5740534","CG34194",17544189,17545045,1,"2R","5740534"
"FBgn0085224","FBgn0085224","CG34195","37018","CG34195",17733237,17734483,1,"2R","37018"
"FBgn0085227","FBgn0085227","CG34198","5740481","CG34198",19682445,19682977,-1,"2R","5740481"
"FBgn0085229","FBgn0085229","CG34200","5740389","CG34200",5757661,5758067,1,"2R","5740389"
"FBgn0085232","FBgn0085232","CG34203","5740243","CG34203",21281062,21281656,-1,"2R","5740243"
"FBgn0085233","FBgn0085233","CG34204","5740630","CG34204",21796394,21796941,1,"2R","5740630"
"FBgn0085235","FBgn0085235","CG34206","5740129","CG34206",22163737,22164594,-1,"2R","5740129"
"FBgn0085239","FBgn0085239","CG34210","5740490","CG34210",23351517,23352144,1,"2R","5740490"
"FBgn0085242","FBgn0085242","CG34213","5740468","CG34213",23967123,23967745,-1,"2R","5740468"
"FBgn0085244","FBgn0085244","CG34215","5740170","CG34215",6831295,6831793,-1,"2R","5740170"
"FBgn0085245","FBgn0085245","CG34216","5740103","CG34216",7703505,7705095,-1,"2R","5740103"
"FBgn0085249","FBgn0085249","CG34220","5740467","CG34220",10041064,10043507,-1,"2R","5740467"
"FBgn0085250","FBgn0085250","CG34221","5740574","CG34221",10197135,10199711,-1,"2R","5740574"
"FBgn0085256","FBgn0085256","CG34227","36186","CG34227",11248125,11248610,1,"2R","36186"
"FBgn0085257","FBgn0085257","CG34228","5740377","CG34228",11651856,11652339,1,"2R","5740377"
"FBgn0085259","FBgn0085259","CG34230","5740558","CG34230",11861309,11862015,1,"2R","5740558"
"FBgn0085260","FBgn0085260","CG34231","5740811","CG34231",11986007,11987653,1,"2R","5740811"
"FBgn0085261","FBgn0085261","CG34232","5740195","CG34232",12164908,12165812,-1,"2R","5740195"
"FBgn0085265","FBgn0085265","CG34236","5740183","CG34236",13604494,13605655,-1,"2R","5740183"
"FBgn0085267","FBgn0085267","CG34238","5740238","CG34238",10626498,10627439,1,"3L","5740238"
"FBgn0085271","FBgn0085271","CG34242","5740417","CG34242",12533995,12534403,1,"3L","5740417"
"FBgn0085273","FBgn0085273","CG34244","5740216","CG34244",14235052,14235941,-1,"3L","5740216"
"FBgn0085274","FBgn0085274","CG34245","5740416","CG34245",14893733,14894416,-1,"3L","5740416"
"FBgn0085279","FBgn0085279","CG34250","5740115","CG34250",17476221,17477103,1,"3L","5740115"
"FBgn0085280","FBgn0085280","CG34251","5740860","CG34251",17671621,17683581,1,"3L","5740860"
"FBgn0085282","FBgn0085282","CG34253","5740501","CG34253",18086673,18087320,-1,"3L","5740501"
"FBgn0085283","FBgn0085283","CR34254","5740610","CR34254",NA,NA,NA,"5740610","5740610"
"FBgn0085284","FBgn0085284","Blos3","5740347","CG34255",18870223,18870897,1,"3L","5740347"
"FBgn0085285","FBgn0085285","CG34256","5740297","CG34256",18988735,18989815,-1,"3L","5740297"
"FBgn0085287","FBgn0085287","CG34258","5740493","CG34258",19951234,19951968,-1,"3L","5740493"
"FBgn0085290","FBgn0085290","CG34261","5740205","CG34261",21196830,21197738,1,"3L","5740205"
"FBgn0085294","FBgn0085294","CG34265","5740186","CG34265",3268460,3268994,1,"3L","5740186"
"FBgn0085298","FBgn0085298","CG34269","5740713","CG34269",528336,528996,1,"3L","5740713"
"FBgn0085300","FBgn0085300","Cpr65Ay","5740348","CG34271",6158074,6158630,-1,"3L","5740348"
"FBgn0085303","FBgn0085303","CG34274","5740212","CG34274",15731745,15732694,1,"3R","5740212"
"FBgn0085305","FBgn0085305","CG34276","41934","CG34276",15925628,15927577,1,"3R","41934"
"FBgn0085307","FBgn0085307","CG34278","5740656","CG34278",17120464,17120808,1,"3R","5740656"
"FBgn0085308","FBgn0085308","CG34279","5740605","CG34279",17402361,17403288,-1,"3R","5740605"
"FBgn0085309","FBgn0085309","CG34280","5740878","CG34280",17403271,17403718,-1,"3R","5740878"
"FBgn0085311","FBgn0085311","CG34282","42248","CG34282",18695251,18695995,1,"3R","42248"
"FBgn0085312","FBgn0085312","CG34283","5740817","CG34283",18721966,18722590,-1,"3R","5740817"
"FBgn0085313","FBgn0085313","CG34284","5740234","CG34284",18902337,18902933,-1,"3R","5740234"
"FBgn0085315","FBgn0085315","CG34286","5740178","CG34286",19715185,19715927,-1,"3R","5740178"
"FBgn0085316","FBgn0085316","CG34287","5740126","CG34287",5853331,5854282,1,"3R","5740126"
"FBgn0085317","FBgn0085317","CG34288","5740644","CG34288",22446762,22447263,-1,"3R","5740644"
"FBgn0085318","FBgn0085318","CG34289","5740640","CG34289",23506907,23507476,-1,"3R","5740640"
"FBgn0085319","FBgn0085319","CG34290","5740609","CG34290",24288552,24289818,-1,"3R","5740609"
"FBgn0085321","FBgn0085321","CG34292","5740196","CG34292",27062215,27063059,1,"3R","5740196"
"FBgn0085322","FBgn0085322","CG34293","5740555","CG34293",27164707,27165575,-1,"3R","5740555"
"FBgn0085325","FBgn0085325","CG34296","5740662","CG34296",29722537,29723013,1,"3R","5740662"
"FBgn0085327","FBgn0085327","CG34298","5740436","CG34298",29999794,30000403,1,"3R","5740436"
"FBgn0085329","FBgn0085329","CG34300","5740334","CG34300",30305807,30306640,-1,"3R","5740334"
"FBgn0085330","FBgn0085330","CG34301","5740866","CG34301",8773434,8773810,1,"3R","5740866"
